word	start_time	end_time	vowel_start	vowel_end	nasal_start	nasal_end	next_seg	next_seg_start	next_seg_end	chunk_start	chunk_end	nwords	idstring
UM	535.958	536.347	535.958	536.018	536.018	536.347	T	536.347	536.467	535.958	536.467	2583	PH85-1-6-
UM	557.678	558.228	557.678	558.108	558.108	558.228	sp	558.228	559.548	556.498	558.228	2583	PH85-1-6-
UH	565.258	565.628	565.258	565.628			W	565.628	565.908	563.018	566.088	2583	PH85-1-6-
UM	574.948	575.618	574.948	575.448	575.448	575.618	sp	575.618	576.108	573.888	575.618	2583	PH85-1-6-
UM	580.218	580.818	580.218	580.418	580.418	580.818	sp	580.818	582.488	579.818	580.818	2583	PH85-1-6-
AND_UM	635.181	635.9	635.181	635.731	635.731	635.9	sp	635.9	636.648	634.731	635.9	2583	PH85-1-6-
UM	657.313	657.743	657.313	657.663	657.663	657.743	sp	657.743	657.853	657.313	660.393	2583	PH85-1-6-
AND_UH	689.348	689.558	689.348	689.558			sp	689.558	689.578	688.978	690.738	2583	PH85-1-6-
UH	703.898	704.018	703.898	704.018			S	704.018	704.228	703.898	706.398	2583	PH85-1-6-
UM	767.185	767.816	767.185	767.456	767.456	767.816	sp	767.816	768.943	767.185	767.816	2583	PH85-1-6-
UM	783.314	783.763	783.314	783.614	783.614	783.763	sp	783.763	783.873	782.954	785.864	2583	PH85-1-6-
AND_UH	799.094	799.494	799.094	799.494			sp	799.494	799.624	798.704	801.094	2583	PH85-1-6-
UM	832.133	832.652	832.133	832.532	832.532	832.652	sp	832.652	835.184	831.753	832.652	2583	PH85-1-6-
UH	850.718	851.108	850.718	851.108			sp	851.108	852.891	848.908	851.108	2583	PH85-1-6-
UH	982.951	983.031	982.951	983.031			EY1	983.031	983.261	980.801	985.071	2583	PH85-1-6-
AND_UM	1009.25	1009.771	1009.25	1009.671	1009.671	1009.771	sp	1009.771	1010.378	1008.821	1009.771	2583	PH85-1-6-
AND_UM	1125.488	1125.887	1125.488	1125.757	1125.757	1125.887	sp	1125.887	1126.589	1125.068	1125.887	2583	PH85-1-6-
UM	1127.919	1128.299	1127.919	1128.209	1128.209	1128.299	sp	1128.299	1128.459	1126.589	1128.869	2583	PH85-1-6-
AND_UM	1161.858	1162.308	1161.858	1162.188	1162.188	1162.308	sp	1162.308	1163.212	1161.468	1162.308	2583	PH85-1-6-
AND_UH	1176.834	1177.153	1176.834	1177.153			sp	1177.153	1177.224	1176.414	1180.014	2583	PH85-1-6-
AND_UM	1181.428	1181.898	1181.428	1181.788	1181.788	1181.898	sp	1181.898	1182.583	1181.049	1181.898	2583	PH85-1-6-
UH	34.833	35.223	34.833	35.223			AH0	35.223	35.253	34.833	38.203	2836	PH85-1-3-
UH	57.611	57.811	57.611	57.811			T	57.811	57.951	56.991	58.371	2836	PH85-1-3-
UH	72.279	72.559	72.279	72.559			AH1	72.559	72.839	71.081	73.469	2836	PH85-1-3-
UH	72.559	72.839	72.559	72.839			sp	72.839	72.849	71.081	73.469	2836	PH85-1-3-
UH	88.188	88.608	88.188	88.608			HH	88.608	88.638	87.328	89.658	2836	PH85-1-3-
UH	161.914	162.113	161.914	162.113			sp	162.113	162.454	160.834	162.113	2836	PH85-1-3-
UH	178.741	178.961	178.741	178.961			S	178.961	179.131	176.42	180.781	2836	PH85-1-3-
UH	193.838	193.928	193.838	193.928			Y	193.928	194.197	192.888	197.968	2836	PH85-1-3-
UH	233.037	233.088	233.037	233.088			sp	233.088	233.111	232.838	236.761	2836	PH85-1-3-
UH	240.154	240.544	240.154	240.544			sp	240.544	240.634	238.834	243.894	2836	PH85-1-3-
UH	255.988	256.038	255.988	256.038			DH	256.038	256.178	255.838	258.578	2836	PH85-1-3-
UH	269.912	270.223	269.912	270.223			M	270.223	270.353	268.543	271.633	2836	PH85-1-3-
UH	284.752	285.213	284.752	285.213			sp	285.213	285.273	283.903	285.963	2836	PH85-1-3-
UH	309.116	309.676	309.116	309.676			sp	309.676	309.976	308.826	309.676	2836	PH85-1-3-
UH	312.934	313.294	312.934	313.294			SH	313.294	313.423	312.934	315.124	2836	PH85-1-3-
UH	333.496	333.626	333.496	333.626			DH	333.626	333.776	332.986	336.666	2836	PH85-1-3-
UH	346.499	346.909	346.499	346.909			sp	346.909	346.999	344.209	348.809	2836	PH85-1-3-
UH	346.999	347.369	346.999	347.369			sp	347.369	347.389	344.209	348.809	2836	PH85-1-3-
UH	350.809	351.128	350.809	351.128			sp	351.128	351.199	349.879	351.719	2836	PH85-1-3-
UM	351.199	351.719	351.199	351.569	351.569	351.719	sp	351.719	352.598	349.879	351.719	2836	PH85-1-3-
UH	358.638	358.987	358.638	358.987			K	358.987	359.108	357.388	361.178	2836	PH85-1-3-
UH	428.586	428.926	428.586	428.926			N	428.926	429.165	428.586	431.146	2836	PH85-1-3-
UH	451.478	451.908	451.478	451.908			sp	451.908	452.128	450.438	451.908	2836	PH85-1-3-
UH	473.418	473.788	473.418	473.788			sp	473.788	474.595	470.888	473.788	2836	PH85-1-3-
UH	474.595	474.896	474.595	474.896			sp	474.896	474.986	474.595	476.195	2836	PH85-1-3-
UH	475.836	476.195	475.836	476.195			sp	476.195	476.485	474.595	476.195	2836	PH85-1-3-
UH	530.578	530.838	530.578	530.838			HH	530.838	530.878	528.638	531.378	2836	PH85-1-3-
UH	550.254	550.324	550.254	550.324			sp	550.324	550.504	550.254	551.904	2836	PH85-1-3-
UH	593.173	593.654	593.173	593.654			DH	593.654	593.684	592.514	597.704	2836	PH85-1-3-
UH	595.344	595.384	595.344	595.384			S	595.384	595.544	592.514	597.704	2836	PH85-1-3-
UH	597.394	597.704	597.394	597.704			sp	597.704	598.713	592.514	597.704	2836	PH85-1-3-
UH	598.713	599.213	598.713	599.213			AH0	599.213	599.242	598.713	601.193	2836	PH85-1-3-
UH	599.723	599.953	599.723	599.953			AH0	599.953	600.013	598.713	601.193	2836	PH85-1-3-
UH	601.543	601.573	601.543	601.573			sp	601.573	602.088	601.403	601.573	2836	PH85-1-3-
UH	662.759	663.009	662.759	663.009			sp	663.009	663.668	659.679	663.009	2836	PH85-1-3-
UH	686.117	686.298	686.117	686.298			S	686.298	686.438	684.948	689.068	2836	PH85-1-3-
UH	694.398	694.768	694.398	694.768			F	694.768	694.998	694.398	697.548	2836	PH85-1-3-
UH	736.553	736.614	736.553	736.614			AY1	736.614	736.974	735.984	739.814	2836	PH85-1-3-
UH	954.159	954.539	954.159	954.539			sp	954.539	954.658	952.099	955.438	2836	PH85-1-3-
UH	954.658	954.798	954.658	954.798			AH0	954.798	954.828	952.099	955.438	2836	PH85-1-3-
UH	969.269	969.819	969.269	969.819			EH1	969.819	969.849	969.269	971.059	2836	PH85-1-3-
UM	970.619	971.059	970.619	970.959	970.959	971.059	sp	971.059	971.239	969.269	971.059	2836	PH85-1-3-
UH	978.518	978.928	978.518	978.928			sp	978.928	979.048	976.388	980.688	2836	PH85-1-3-
UH	982.286	982.595	982.286	982.595			sp	982.595	982.726	981.626	985.066	2836	PH85-1-3-
UH	982.726	983.146	982.726	983.146			sp	983.146	983.265	981.626	985.066	2836	PH85-1-3-
UH	1019.433	1019.933	1019.433	1019.933			AY1	1019.933	1020.042	1011.953	1020.042	2836	PH85-1-3-
UH	1060.263	1060.563	1060.263	1060.563			sp	1060.563	1061.458	1058.093	1060.563	2836	PH85-1-3-
UH	1064.763	1065.052	1064.763	1065.052			sp	1065.052	1065.143	1064.223	1065.783	2836	PH85-1-3-
UH	1070.749	1070.929	1070.749	1070.929			sp	1070.929	1071.359	1068.829	1070.929	2836	PH85-1-3-
UH	1086.689	1086.999	1086.689	1086.999			HH	1086.999	1087.029	1086.689	1087.909	2836	PH85-1-3-
UH	1099.138	1099.627	1099.138	1099.627			AH0	1099.627	1099.678	1099.138	1100.658	2836	PH85-1-3-
UH	1141.958	1142.098	1141.958	1142.098			T	1142.098	1142.128	1139.928	1143.098	2836	PH85-1-3-
UH	1142.878	1143.098	1142.878	1143.098			sp	1143.098	1143.668	1139.928	1143.098	2836	PH85-1-3-
UH	1147.498	1147.668	1147.498	1147.668			sp	1147.668	1148.288	1143.668	1147.668	2836	PH85-1-3-
UH	1163.788	1163.908	1163.788	1163.908			M	1163.908	1164.038	1163.488	1168.417	2836	PH85-1-3-
UM	57.879	58.078	57.879	58.029	58.029	58.078	sp	58.078	58.849	57.408	58.078	1742	PH85-1-4-
UH	266.087	266.117	266.087	266.117			HH	266.117	266.397	265.897	267.056	1742	PH85-1-4-
AND_UM	683.366	683.566	683.366	683.516	683.516	683.566	sp	683.566	684.786	683.276	683.566	1742	PH85-1-4-
UM	796.673	797.033	796.673	796.913	796.913	797.033	sp	797.033	797.683	796.673	797.033	1742	PH85-1-4-
UH	804.173	804.293	804.173	804.293			sp	804.293	804.673	803.813	804.293	1742	PH85-1-4-
UH	859.627	859.787	859.627	859.787			sp	859.787	861.027	859.627	859.787	1742	PH85-1-4-
UM	1175.993	1176.293	1175.993	1176.253	1176.253	1176.293	sp	1176.293	1177.413	1175.993	1176.293	1742	PH85-1-4-
UM	92.713	92.803	92.713	92.763	92.763	92.803	sp	92.803	93.513	92.713	92.803	325	PH85-1-5-
UH	150.168	150.378	150.168	150.378			G	150.378	150.428	150.168	151.928	325	PH85-1-5-
UH	165.328	165.358	165.328	165.358			AH0	165.358	165.388	165.328	167.328	325	PH85-1-5-
UH	172.822	172.872	172.822	172.872			AY1	172.872	172.932	172.822	175.722	325	PH85-1-5-
UH	190.026	190.056	190.026	190.056			sp	190.056	190.166	190.026	191.176	325	PH85-1-5-
UM	257.123	257.513	257.123	257.293	257.293	257.513	sp	257.513	257.812	257.123	257.513	325	PH85-1-5-
UH	270.747	271.037	270.747	271.037			sp	271.037	275.147	270.747	271.037	325	PH85-1-5-
UH	275.147	275.237	275.147	275.237			OW0	275.237	275.316	275.147	276.087	325	PH85-1-5-
UM	296.137	296.637	296.137	296.587	296.587	296.637	sp	296.637	297.717	296.137	296.637	325	PH85-1-5-
UH	316.616	316.717	316.616	316.717			sp	316.717	358.006	316.616	316.717	325	PH85-1-5-
UH	373.211	373.531	373.211	373.531			sp	373.531	373.681	373.211	374.331	325	PH85-1-5-
UH	12.538	12.959	12.538	12.959			M	12.959	13.058	12.388	15.689	2279	PH85-1-7-
UH	15.999	16.279	15.999	16.279			sp	16.279	17.129	15.999	16.279	2279	PH85-1-7-
UH	74.473	74.613	74.473	74.613			sp	74.613	74.694	74.473	75.484	2279	PH85-1-7-
UH	123.848	123.938	123.848	123.938			W	123.938	124.078	123.848	125.528	2279	PH85-1-7-
UM	141.644	141.985	141.644	141.914	141.914	141.985	sp	141.985	143.258	141.055	141.985	2279	PH85-1-7-
UH	165.446	165.895	165.446	165.895			sp	165.895	165.936	165.066	168.016	2279	PH85-1-7-
AND_UH	183.595	183.935	183.595	183.935			sp	183.935	184.427	183.126	183.935	2279	PH85-1-7-
UH	209.435	209.794	209.435	209.794			sp	209.794	209.875	209.435	211.505	2279	PH85-1-7-
UM	213.892	214.142	213.892	214.112	214.112	214.142	sp	214.142	214.182	213.892	215.912	2279	PH85-1-7-
UM	231.054	231.414	231.054	231.384	231.384	231.414	sp	231.414	232.608	229.064	231.414	2279	PH85-1-7-
UH	257.911	258.161	257.911	258.161			sp	258.161	258.201	257.911	258.41	2279	PH85-1-7-
UH	260.272	260.533	260.272	260.533			sp	260.533	260.572	259.543	261.723	2279	PH85-1-7-
AND_UH	267.83	268.07	267.83	268.07			sp	268.07	268.239	266.37	271.04	2279	PH85-1-7-
UH	285.926	286.186	285.926	286.186			D	286.186	286.306	284.956	288.566	2279	PH85-1-7-
UH	297.932	298.002	297.932	298.002			N	298.002	298.092	297.932	301.822	2279	PH85-1-7-
UM	303.058	303.618	303.058	303.458	303.458	303.618	sp	303.618	304.22	303.058	303.618	2279	PH85-1-7-
UH	330.407	330.707	330.407	330.707			sp	330.707	331.845	330.077	330.707	2279	PH85-1-7-
UH	388.257	388.516	388.257	388.516			sp	388.516	389.165	388.257	388.516	2279	PH85-1-7-
UH	397.102	397.392	397.102	397.392			sp	397.392	397.472	397.102	399.272	2279	PH85-1-7-
UH	398.692	399.272	398.692	399.272			sp	399.272	399.632	397.102	399.272	2279	PH85-1-7-
UH	428.434	428.815	428.434	428.815			sp	428.815	428.895	428.434	431.045	2279	PH85-1-7-
UH	446.973	448.013	446.973	448.013			sp	448.013	448.183	445.732	449.323	2279	PH85-1-7-
AND_UH	470.363	470.723	470.363	470.723			sp	470.723	471.12	469.914	470.723	2279	PH85-1-7-
UH	475.07	475.33	475.07	475.33			sp	475.33	475.41	475.07	476.79	2279	PH85-1-7-
UM	492.352	493.142	492.352	493.112	493.112	493.142	sp	493.142	494.582	491.582	493.142	2279	PH85-1-7-
UM	511.159	511.499	511.159	511.469	511.469	511.499	sp	511.499	512.636	511.159	511.499	2279	PH85-1-7-
UH	540.986	541.296	540.986	541.296			sp	541.296	541.846	539.596	541.296	2279	PH85-1-7-
UH	544.16	544.48	544.16	544.48			sp	544.48	545.0	542.56	544.48	2279	PH85-1-7-
UH	603.236	603.545	603.236	603.545			sp	603.545	605.838	602.956	603.545	2279	PH85-1-7-
UH	607.168	607.448	607.168	607.448			sp	607.448	608.136	605.838	607.448	2279	PH85-1-7-
AND_UH	651.802	651.992	651.802	651.992			sp	651.992	652.222	651.611	651.992	2279	PH85-1-7-
UH	679.66	679.69	679.66	679.69			N	679.69	680.08	679.66	681.53	2279	PH85-1-7-
UH	692.655	692.885	692.655	692.885			DH	692.885	692.935	692.655	693.245	2279	PH85-1-7-
UH	694.015	694.095	694.015	694.095			sp	694.095	694.175	693.575	698.155	2279	PH85-1-7-
UH	723.902	723.942	723.902	723.942			M	723.942	724.032	723.902	725.052	2279	PH85-1-7-
UH	737.289	737.319	737.289	737.319			sp	737.319	739.387	737.289	737.319	2279	PH85-1-7-
UH	748.276	748.876	748.276	748.876			sp	748.876	749.185	748.276	748.876	2279	PH85-1-7-
UH	814.579	814.929	814.579	814.929			sp	814.929	815.039	814.579	816.729	2279	PH85-1-7-
UH	870.867	871.007	870.867	871.007			HH	871.007	871.067	870.867	871.227	2279	PH85-1-7-
UH	872.338	872.558	872.338	872.558			HH	872.558	872.658	872.338	872.688	2279	PH85-1-7-
UM	875.139	875.369	875.139	875.339	875.339	875.369	sp	875.369	876.537	874.829	875.369	2279	PH85-1-7-
UH	918.212	918.592	918.212	918.592			sp	918.592	918.941	918.182	918.592	2279	PH85-1-7-
UH	953.817	953.847	953.817	953.847			sp	953.847	953.997	953.817	954.157	2279	PH85-1-7-
UH	954.437	954.547	954.437	954.547			D	954.547	954.607	954.437	955.737	2279	PH85-1-7-
UH	1017.113	1017.204	1017.113	1017.204			sp	1017.204	1018.263	1017.113	1017.204	2279	PH85-1-7-
UH	1031.653	1031.792	1031.653	1031.792			sp	1031.792	1031.853	1031.223	1032.042	2279	PH85-1-7-
UH	1109.813	1110.023	1109.813	1110.023			N	1110.023	1110.123	1109.503	1112.153	2279	PH85-1-7-
UH	1130.78	1130.81	1130.78	1130.81			AH0	1130.81	1130.84	1130.78	1131.159	2279	PH85-1-7-
UH	47.898	47.947	47.898	47.947			HH	47.947	48.057	47.898	48.108	729	PH86-3-2-
UH	129.923	130.123	129.923	130.123			SH	130.123	130.263	129.453	131.963	729	PH86-3-2-
UH	147.508	147.727	147.508	147.727			SH	147.727	147.758	146.358	150.468	729	PH86-3-2-
UH	173.338	173.758	173.338	173.758			sp	173.758	173.998	173.338	173.758	729	PH86-3-2-
UM	273.338	273.688	273.338	273.608	273.608	273.688	AH0	273.688	273.738	272.498	273.818	729	PH86-3-2-
UM	275.283	275.903	275.283	275.493	275.493	275.903	sp	275.903	278.183	275.123	275.903	729	PH86-3-2-
UM	279.183	279.582	279.183	279.503	279.503	279.582	sp	279.582	279.633	278.183	280.853	729	PH86-3-2-
UM	281.513	281.653	281.513	281.543	281.543	281.653	sp	281.653	281.963	281.193	281.653	729	PH86-3-2-
UM	366.658	367.178	366.658	366.988	366.988	367.178	sp	367.178	368.858	366.188	367.178	729	PH86-3-2-
UM	374.298	374.738	374.298	374.558	374.558	374.738	sp	374.738	375.358	374.158	374.738	729	PH86-3-2-
UM	375.708	376.008	375.708	375.818	375.818	376.008	sp	376.008	376.997	375.358	376.008	729	PH86-3-2-
UM	399.062	399.663	399.062	399.423	399.423	399.663	sp	399.663	401.651	398.363	399.663	729	PH86-3-2-
UH	410.574	410.814	410.574	410.814			CH	410.814	410.883	410.574	411.443	729	PH86-3-2-
AND_UM	503.093	503.172	503.093	503.143	503.143	503.172	sp	503.172	506.353	502.262	503.172	729	PH86-3-2-
UM	671.843	672.203	671.843	672.153	672.153	672.203	sp	672.203	673.653	670.983	672.203	729	PH86-3-2-
UH	15.943	16.333	15.943	16.333			AH0	16.333	16.363	15.943	17.663	1481	PH86-3-3-
UH	18.583	19.013	18.583	19.013			sp	19.013	20.193	18.583	19.013	1481	PH86-3-3-
UH	30.483	31.222	30.483	31.222			ns	31.222	32.193	30.483	32.193	1481	PH86-3-3-
UH	40.703	40.903	40.703	40.903			sp	40.903	41.843	40.703	40.903	1481	PH86-3-3-
UH	55.053	55.293	55.053	55.293			sp	55.293	55.383	46.433	55.293	1481	PH86-3-3-
UH	77.642	78.113	77.642	78.113			sp	78.113	78.783	77.642	78.113	1481	PH86-3-3-
UH	118.592	118.933	118.592	118.933			sp	118.933	120.293	118.592	118.933	1481	PH86-3-3-
UH	248.083	248.333	248.083	248.333			sp	248.333	250.303	247.883	248.333	1481	PH86-3-3-
UH	287.653	288.013	287.653	288.013			sp	288.013	289.163	286.703	288.013	1481	PH86-3-3-
UH	344.043	344.403	344.043	344.403			sp	344.403	344.453	344.043	345.533	1481	PH86-3-3-
UH	387.833	388.443	387.833	388.443			sp	388.443	390.243	387.833	388.443	1481	PH86-3-3-
UH	391.062	391.412	391.062	391.412			sp	391.412	391.563	390.243	392.553	1481	PH86-3-3-
UH	410.823	411.243	410.823	411.243			sp	411.243	412.603	410.403	411.243	1481	PH86-3-3-
UH	473.763	473.943	473.763	473.943			sp	473.943	474.153	473.763	473.943	1481	PH86-3-3-
UH	474.153	474.443	474.153	474.443			sp	474.443	474.883	474.153	474.443	1481	PH86-3-3-
UH	501.773	502.213	501.773	502.213			sp	502.213	502.743	500.713	502.213	1481	PH86-3-3-
UH	504.133	504.493	504.133	504.493			sp	504.493	505.313	502.743	504.493	1481	PH86-3-3-
UH	506.232	506.453	506.232	506.453			sp	506.453	508.523	505.313	506.453	1481	PH86-3-3-
UH	523.962	524.063	523.962	524.063			sp	524.063	524.723	523.962	524.063	1481	PH86-3-3-
UH	639.723	639.933	639.723	639.933			N	639.933	640.153	637.973	641.793	1481	PH86-3-3-
UH	648.383	648.492	648.383	648.492			sp	648.492	648.813	647.932	648.492	1481	PH86-3-3-
UH	673.563	673.932	673.563	673.932			sp	673.932	674.673	673.563	673.932	1481	PH86-3-3-
AND_UM	726.143	726.482	726.143	726.413	726.413	726.482	sp	726.482	729.023	725.973	726.482	1481	PH86-3-3-
UH	802.003	802.233	802.003	802.233			sp	802.233	805.193	801.383	802.233	1481	PH86-3-3-
UH	835.153	835.433	835.153	835.433			sp	835.433	836.413	834.073	835.433	1481	PH86-3-3-
UM	857.933	858.383	857.933	858.203	858.203	858.383	sp	858.383	860.623	856.113	858.383	1481	PH86-3-3-
AND_UH	54.063	54.433	54.063	54.433			sp	54.433	57.383	53.863	54.433	1737	PH86-3-4-
AND_UH	157.343	157.622	157.343	157.622			sp	157.622	160.073	157.063	157.622	1737	PH86-3-4-
UH	163.943	164.162	163.943	164.162			sp	164.162	164.433	163.502	164.162	1737	PH86-3-4-
AND_UH	242.333	242.383	242.333	242.383			sp	242.383	244.813	242.062	242.383	1737	PH86-3-4-
AND_UH	380.133	380.352	380.133	380.352			W	380.352	380.383	379.783	381.283	1737	PH86-3-4-
UH	461.143	461.283	461.143	461.283			HH	461.283	461.663	461.143	461.732	1737	PH86-3-4-
UH	601.953	602.083	601.953	602.083			sp	602.083	602.213	601.953	602.333	1737	PH86-3-4-
UH	602.213	602.333	602.213	602.333			sp	602.333	611.413	601.953	602.333	1737	PH86-3-4-
UM	855.923	856.492	855.923	856.363	856.363	856.492	sp	856.492	857.113	855.923	856.492	1737	PH86-3-4-
UH	861.432	861.533	861.432	861.533			S	861.533	861.673	859.893	862.253	1737	PH86-3-4-
UH	967.743	968.073	967.743	968.073			sp	968.073	968.452	966.273	968.073	1737	PH86-3-4-
UH	1006.203	1006.503	1006.203	1006.503			R	1006.503	1006.673	1003.373	1007.173	1737	PH86-3-4-
UH	1011.013	1011.363	1011.013	1011.363			F	1011.363	1011.503	1008.813	1011.953	1737	PH86-3-4-
AND_UH	1031.593	1031.862	1031.593	1031.862			sp	1031.862	1032.662	1031.273	1031.862	1737	PH86-3-4-
AND_UH	1058.143	1058.422	1058.143	1058.422			sp	1058.422	1063.063	1057.723	1058.422	1737	PH86-3-4-
UH	1089.873	1089.923	1089.873	1089.923			sp	1089.923	1090.003	1089.873	1090.413	1737	PH86-3-4-
UH	1090.003	1090.413	1090.003	1090.413			sp	1090.413	1091.693	1089.873	1090.413	1737	PH86-3-4-
UM	1168.583	1168.752	1168.583	1168.632	1168.632	1168.752	sp	1168.752	1169.533	1168.583	1168.752	1737	PH86-3-4-
AND_UH	1176.193	1176.333	1176.193	1176.333			sp	1176.333	1176.603	1175.833	1176.333	1737	PH86-3-4-
UH	1179.172	1179.432	1179.172	1179.432			sp	1179.432	1180.033	1178.473	1179.432	1737	PH86-3-4-
UH	1198.813	1198.933	1198.813	1198.933			JH	1198.933	1199.043	1198.813	1199.693	1737	PH86-3-4-
UH	52.312	52.433	52.312	52.433			sp	52.433	52.542	52.312	53.812	2181	PH86-3-5-
UM	67.787	68.118	67.787	67.938	67.938	68.118	sp	68.118	68.168	67.787	69.158	2181	PH86-3-5-
AND_UH	91.782	92.022	91.782	92.022			sp	92.022	93.258	91.213	92.022	2181	PH86-3-5-
AND_UH	159.869	160.139	159.869	160.139			sp	160.139	161.511	159.399	160.139	2181	PH86-3-5-
AND_UH	190.008	190.218	190.008	190.218			sp	190.218	190.487	189.548	190.218	2181	PH86-3-5-
UH	200.896	200.926	200.896	200.926			sp	200.926	201.106	199.676	201.496	2181	PH86-3-5-
AND_UH	278.683	278.713	278.683	278.713			AY1	278.713	278.923	278.233	278.963	2181	PH86-3-5-
UM	322.468	322.638	322.468	322.528	322.528	322.638	sp	322.638	325.358	322.468	322.638	2181	PH86-3-5-
UH	326.378	326.688	326.378	326.688			B	326.688	326.828	325.358	328.188	2181	PH86-3-5-
UH	333.506	333.546	333.506	333.546			HH	333.546	333.616	333.396	335.106	2181	PH86-3-5-
AND_UH	439.048	439.288	439.048	439.288			sp	439.288	439.998	438.648	439.288	2181	PH86-3-5-
UM	474.728	474.938	474.728	474.828	474.828	474.938	sp	474.938	475.178	473.418	474.938	2181	PH86-3-5-
UH	501.668	501.898	501.668	501.898			W	501.898	501.988	501.418	503.328	2181	PH86-3-5-
UH	517.413	517.623	517.413	517.623			DH	517.623	517.753	517.413	518.233	2181	PH86-3-5-
UH	639.582	639.683	639.582	639.683			AY1	639.683	639.783	639.582	641.443	2181	PH86-3-5-
UH	650.003	650.183	650.003	650.183			sp	650.183	651.043	649.193	650.183	2181	PH86-3-5-
UH	653.993	654.353	653.993	654.353			sp	654.353	654.843	651.043	654.353	2181	PH86-3-5-
UH	666.723	666.903	666.723	666.903			AO1	666.903	667.113	664.743	668.083	2181	PH86-3-5-
AND_UH	675.292	675.492	675.292	675.492			sp	675.492	677.341	674.803	675.492	2181	PH86-3-5-
UH	688.608	689.028	688.608	689.028			sp	689.028	690.108	688.158	689.028	2181	PH86-3-5-
AND_UH	716.009	716.239	716.009	716.239			sp	716.239	717.403	715.449	716.239	2181	PH86-3-5-
UH	727.793	727.912	727.793	727.912			sp	727.912	732.898	726.743	727.912	2181	PH86-3-5-
UH	750.913	751.003	750.913	751.003			sp	751.003	751.073	748.983	753.253	2181	PH86-3-5-
AND_UH	758.493	758.523	758.493	758.523			EH1	758.523	758.743	758.033	758.773	2181	PH86-3-5-
UH	788.298	788.708	788.298	788.708			sp	788.708	788.748	788.298	790.997	2181	PH86-3-5-
UH	789.088	789.118	789.088	789.118			AE1	789.118	789.478	788.298	790.997	2181	PH86-3-5-
UH	803.603	803.683	803.603	803.683			sp	803.683	803.883	802.813	803.683	2181	PH86-3-5-
UH	830.792	830.843	830.792	830.843			sp	830.843	830.932	830.263	832.253	2181	PH86-3-5-
UH	838.073	838.293	838.073	838.293			P	838.293	838.463	836.883	841.023	2181	PH86-3-5-
UH	840.913	841.023	840.913	841.023			sp	841.023	841.912	836.883	841.023	2181	PH86-3-5-
UH	850.358	850.578	850.358	850.578			P	850.578	850.738	849.698	852.118	2181	PH86-3-5-
UH	872.321	872.391	872.321	872.391			sp	872.391	873.161	870.521	872.391	2181	PH86-3-5-
UH	883.458	883.568	883.458	883.568			DH	883.568	883.638	881.578	884.678	2181	PH86-3-5-
UH	55.363	55.443	55.363	55.443			AE1	55.443	55.763	55.033	61.795	1986	PH86-3-1-
UH	66.653	66.893	66.653	66.893			AO2	66.893	66.993	64.603	68.023	1986	PH86-3-1-
UH	68.663	68.843	68.663	68.843			DH	68.843	68.933	68.663	71.223	1986	PH86-3-1-
UH	72.762	72.943	72.762	72.943			S	72.943	73.103	71.533	74.722	1986	PH86-3-1-
UH	88.373	88.733	88.373	88.733			sp	88.733	88.813	88.373	89.813	1986	PH86-3-1-
UH	100.903	101.143	100.903	101.143			sp	101.143	101.603	100.223	101.143	1986	PH86-3-1-
UH	102.033	102.172	102.033	102.172			sp	102.172	103.183	101.603	102.172	1986	PH86-3-1-
UH	103.553	103.872	103.553	103.872			L	103.872	103.953	103.183	106.773	1986	PH86-3-1-
AND_UH	113.343	113.493	113.343	113.493			sp	113.493	114.443	110.753	113.493	1986	PH86-3-1-
UH	119.412	119.523	119.412	119.523			sp	119.523	119.883	118.443	119.523	1986	PH86-3-1-
UH	132.803	132.833	132.803	132.833			K	132.833	132.863	130.653	134.033	1986	PH86-3-1-
UH	139.513	139.773	139.513	139.773			sp	139.773	140.483	139.513	139.773	1986	PH86-3-1-
UH	141.533	141.683	141.533	141.683			N	141.683	141.873	141.533	145.673	1986	PH86-3-1-
UH	146.753	146.783	146.753	146.783			DH	146.783	146.843	146.423	147.272	1986	PH86-3-1-
UH	147.142	147.272	147.142	147.272			sp	147.272	147.663	146.423	147.272	1986	PH86-3-1-
UH	147.663	147.783	147.663	147.783			AO1	147.783	147.943	147.663	149.403	1986	PH86-3-1-
UH	161.103	161.283	161.103	161.283			P	161.283	161.413	159.833	165.863	1986	PH86-3-1-
UH	162.913	163.073	162.913	163.073			W	163.073	163.263	159.833	165.863	1986	PH86-3-1-
UH	174.773	174.862	174.773	174.862			N	174.862	175.053	173.253	179.503	1986	PH86-3-1-
UH	198.023	198.173	198.023	198.173			sp	198.173	198.573	195.753	198.173	1986	PH86-3-1-
UH	198.903	199.033	198.903	199.033			JH	199.033	199.162	198.573	199.563	1986	PH86-3-1-
UH	200.072	200.163	200.072	200.163			S	200.163	200.333	200.072	203.283	1986	PH86-3-1-
UH	201.623	201.733	201.623	201.733			sp	201.733	201.753	200.072	203.283	1986	PH86-3-1-
UH	204.313	204.523	204.313	204.523			sp	204.523	204.953	203.552	204.523	1986	PH86-3-1-
UH	205.363	205.393	205.363	205.393			IH1	205.393	205.433	204.953	207.583	1986	PH86-3-1-
UH	212.703	212.813	212.703	212.813			sp	212.813	213.093	212.192	212.813	1986	PH86-3-1-
UH	213.263	213.553	213.263	213.553			DH	213.553	213.603	213.093	214.593	1986	PH86-3-1-
